V,S,R,G,d,W1,W2,W3,W4,W5,W6,W7,W8,D1,D2,D3,D4,D5,D6,D7,D8,WO1,WO2,WO3,WO4,WO5,WO6,WN1,WN2,WN3,WN4,WN5,WN6,IW1,IW2,IW3,IW4,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,ID1,ID2,ID3,ID4,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,HL1,HL2,A,CP,POL,MW,FLEX,FLEX_RB,NCC,DIFF,SE,SE0,SE1,LOGP n-Oct,LOGP c-Hex,PSA,HSA,PSAR,PHSAR,LgD5,LgD6,LgD7,LgD7.5,LgD8,LgD9,LgD10,AUS7.4,%FU4,%FU5,%FU6,%FU7,%FU8,%FU9,%FU10,SOLY,LgS3,LgS4,LgS5,LgS6,LgS7,LgS7.5,LgS8,LgS9,LgS10,LgS11,MpKaA,mpKaB,PB,VD,CACO2,SKIN,MetStab,HTSflag,C1,C2,C3,C4,C5,P1,P2,P3,P4,P5,EMDIF,EMDIS,Sdry/S,Spol/S,FLEX_PT,PAINS,Target
389.5,290.455,1.341,1.19504,0.349664,664.0,353.875,166.125,58.5,20.0,6.5,1.75,0.0,163.625,72.0,26.25,14.5,9.125,6.0,4.75,3.125,36.5,9.875,1.25,0.0,0.0,0.0,178.375,62.5,26.875,8.625,1.75,0.0,0.0640929,0.295805,0.663693,1.49096,2.28607,1.21835,0.571948,0.201408,0.0688576,0.0223787,0.00602504,0.0,0.0870844,0.177979,0.252067,0.303642,0.563341,0.247887,0.0903756,0.0499217,0.0314163,0.0206573,0.0163537,0.010759,0.761905,0.448276,3.63478,1.39558,16.581,136.194,0.879214,0.219804,0,0.865306,6.41204,4.27026,2.14178,0.48003,-0.044,24.66,265.795,0.0849014,0.0927784,-3.00504,-2.73185,-1.99893,-1.53072,-1.04908,-0.154676,0.355676,0.161806,0.000189251,0.0028461,0.0299631,0.300415,2.92658,23.1654,75.0933,-0.855018,3.48456,2.84303,2.63046,2.35688,1.62394,1.15573,0.674091,-0.220313,-0.730665,-0.840852,,3.77313,55.5273,0.339327,0.946368,-2.39959,100.0,0,0.0,0.0,0.0909091,0.636364,0,0,0.0,0.0909091,0.181818,0.0,5.56694,1.28277,0.721077,0.191338,1.31224,0,-0.34
792.25,551.817,1.43571,1.53853,0.388044,1132.5,597.875,305.875,127.375,60.875,24.125,3.5,0.0,249.75,79.75,21.625,4.875,1.5,0.25,0.0,0.0,75.75,24.625,7.5,1.375,0.0,0.0,382.875,162.875,76.375,28.375,6.5,0.0,0.0312634,0.122561,0.211058,0.255301,2.05231,1.08347,0.554305,0.230828,0.110317,0.0437192,0.00634268,0.0,0.0243023,0.0524142,0.0777276,0.0,0.452595,0.144522,0.0391887,0.00883444,0.00271829,0.000453048,0.0,0.0,2.81503,4.94872,2.90134,0.681371,34.942,307.428,2.7643,0.19745,0,0.471056,10.4972,5.18474,5.31241,2.68413,2.666,56.22,495.597,0.101882,0.113439,-0.735775,-0.335268,0.508936,0.988802,1.46595,2.27597,2.62116,0.358675,0.000640702,0.00640665,0.0640296,0.636627,6.02127,39.0506,86.4993,-3.09606,0.403059,0.39523,0.323842,-0.0766654,-0.92087,-1.40074,-1.87789,-2.6879,-3.0331,-3.08934,15.8939,9.19334,64.2429,0.145152,0.802613,-2.19644,49.4187,0,0.0,0.0416667,0.166667,0.541667,0,0,0.0,0.0833333,0.166667,0.0,6.08794,5.46679,0.579322,0.219287,9.14346,0,0.39
767.625,514.987,1.49057,1.43159,0.405746,1022.25,424.125,183.875,66.125,31.375,14.25,3.75,1.375,318.375,140.25,34.25,13.25,7.0,3.625,2.625,2.0,89.75,20.5,5.875,0.625,0.0,0.0,226.625,95.25,45.25,19.375,6.875,2.0,0.0288598,0.152284,0.248505,0.441666,1.985,0.823565,0.357048,0.128401,0.0609239,0.0276706,0.00728174,0.00266997,0.0168249,0.0831508,0.224564,0.336171,0.61822,0.272337,0.0665066,0.0257288,0.0135926,0.00703902,0.00509722,0.0038836,0.916058,1.07547,2.87904,1.27661,37.433,311.461,1.86367,0.310612,0,0.444164,8.43415,5.70721,2.72695,4.4937,2.432,23.47,491.517,0.045574,0.0477502,1.07398,1.47502,2.31953,2.79941,3.27653,4.0862,4.43087,0.359412,0.000642296,0.00642259,0.0641888,0.638201,6.03535,39.1098,86.528,-4.01561,-0.516487,-0.524336,-0.595884,-0.996932,-1.84144,-2.32132,-2.79844,-3.60811,-3.95279,-4.0089,15.2902,9.19226,85.3876,0.39807,1.2922,-1.33827,34.9667,0,0.0,0.0,0.0833333,0.791667,0,0,0.0,0.0416667,0.0416667,0.0416667,6.31721,4.36014,0.791321,0.121981,1.991,0,0.85
560.125,383.624,1.46009,1.26138,0.407563,958.25,531.75,190.875,58.25,17.0,0.5,0.0,0.0,221.375,105.625,40.625,21.375,14.0,9.125,6.25,4.125,163.0,50.625,16.25,1.5,0.0,0.0,175.0,42.25,10.25,0.0,0.0,0.0,0.0539086,0.252851,0.497161,0.0,2.49789,1.38612,0.497558,0.151841,0.0443143,0.00130336,0.0,0.0,0.0287627,0.0262082,0.0237449,0.0452541,0.577063,0.275335,0.105898,0.0557187,0.0364941,0.0237863,0.016292,0.0107527,0.418462,0.0233918,2.93494,11.121,26.873,228.286,0.608057,0.101343,0,0.777064,8.64738,0.0,8.64738,3.10859,-0.695,40.46,343.164,0.105468,0.117903,3.10858,3.10848,3.1075,3.10514,3.09774,3.00578,2.4019,2.0,99.9997,99.9975,99.9749,99.7491,97.5327,78.9149,19.6317,-3.56287,-3.56287,-3.56287,-3.56286,-3.56276,-3.56178,-3.55943,-3.55203,-3.46006,-2.85617,-1.30119,10.2017,,76.3804,0.294827,1.07979,-1.97156,58.1036,0,0.0,0.105263,0.105263,0.578947,0,0,0.0,0.105263,0.105263,0.0,6.05448,4.78398,0.73864,0.144249,1.1044,0,-0.12
790.0,518.982,1.52221,1.40726,0.529474,1224.75,666.5,347.75,124.875,56.625,24.625,7.375,0.0,290.125,136.875,65.875,43.375,30.75,23.375,18.0,12.375,0.0,0.0,0.0,0.0,0.0,0.0,442.75,168.5,74.5,30.75,7.0,0.0,0.0159355,0.0524633,0.153586,0.467711,2.35991,1.28425,0.670062,0.240615,0.109108,0.0474487,0.0142105,0.0,0.0452429,0.120028,0.142595,0.160377,0.559027,0.263738,0.126931,0.0835771,0.0592506,0.0450401,0.0346833,0.0238448,0.859583,0.567723,3.36695,1.44006,38.807,418.284,0.883197,0.147199,0,0.48862,14.62,14.62,0.0,2.27618,4.591,62.02,456.962,0.119503,0.135723,2.27606,2.27617,2.27618,2.27618,2.27618,2.27618,2.27618,2.0,99.7102,99.9709,99.9971,99.9997,100.0,100.0,100.0,-4.36012,-4.34768,-4.35886,-4.35999,-4.3601,-4.36012,-4.36012,-4.36012,-4.36012,-4.36012,-4.36012,,1.46332,82.8937,0.419405,1.0702,-2.44422,41.4623,0,0.0,0.192308,0.230769,0.307692,0,0,0.0,0.0384615,0.115385,0.0,6.97754,1.20811,0.715555,0.228585,0.867277,0,-0.09
1246.5,797.316,1.56337,1.69835,0.525146,1767.63,1005.25,586.25,252.625,134.75,66.75,25.375,5.0,378.125,161.375,65.375,40.875,28.5,20.0,13.375,9.0,176.75,49.0,18.625,2.75,0.0,0.0,658.5,298.625,156.875,74.625,23.375,2.625,0.0139974,0.063071,0.206854,0.376462,2.21697,1.26079,0.735279,0.316844,0.169004,0.0837183,0.0318255,0.00627104,0.0389389,0.144649,0.206105,0.27217,0.474247,0.202398,0.0819938,0.0512657,0.0357449,0.0250841,0.016775,0.0112879,2.06119,1.63303,6.77414,0.397923,63.6601,654.594,1.8604,0.169127,0,-0.00233113,28.942,20.1966,8.74545,5.21392,0.415,117.29,680.026,0.147106,0.172479,4.59311,5.09403,5.20032,5.20957,5.21253,5.21365,5.21262,1.9976,3.0482,23.9199,75.8689,96.9171,99.68,99.9386,99.7018,-6.23418,-3.77192,-4.72257,-5.61337,-6.11428,-6.22058,-6.22983,-6.23278,-6.23391,-6.23288,-6.2215,14.4486,5.50251,99.6135,0.411289,0.73014,-2.93657,2.33417,0,0.0,0.136364,0.181818,0.409091,0,0,0.0,0.0681818,0.113636,0.0227273,8.22017,6.04777,0.607036,0.301002,1.79233,0,-1.1
848.75,577.96,1.46853,1.53936,0.495217,1482.0,888.5,432.25,171.0,73.75,22.5,5.875,0.75,302.0,168.5,65.625,38.375,22.375,14.25,6.625,2.625,101.125,26.5,7.75,0.5,0.0,0.0,553.25,211.0,92.0,29.5,6.25,0.75,0.0718039,0.237813,0.430698,0.32909,2.56419,1.5373,0.747889,0.295868,0.127604,0.03893,0.0101651,0.00129767,0.0605275,0.0738317,0.0192588,0.0708922,0.522527,0.291543,0.113546,0.0663973,0.0387137,0.0246557,0.0114627,0.00454183,1.12381,0.586319,4.85162,1.5403,40.153,420.315,2.78543,0.397919,0,0.360639,13.9758,11.0116,2.96423,4.41298,4.283,45.94,532.02,0.0794864,0.0863501,1.3224,2.1331,3.09014,3.54601,3.93377,4.33323,4.40431,1.07105,0.00495913,0.0495692,0.49349,4.72504,33.1523,83.2197,98.0234,-4.56302,-1.06978,-1.12627,-1.47245,-2.28314,-3.24019,-3.69605,-4.08381,-4.48327,-4.55435,-4.56215,16.3429,8.30457,100.0,0.215737,0.878343,-2.00811,31.015,0,0.0,0.0740741,0.148148,0.555556,0,0,0.0,0.0740741,0.037037,0.037037,7.85227,8.69382,0.668835,0.281075,2.83062,0,1.38
640.375,445.453,1.43758,1.38052,0.387774,1021.38,558.5,278.25,117.875,52.25,17.5,2.875,0.0,248.75,106.125,44.25,24.875,13.25,6.75,2.375,0.75,117.5,42.125,14.125,2.5,0.0,0.0,325.875,131.375,60.25,18.625,3.125,0.0,0.0873226,0.309205,0.623044,0.725074,2.29289,1.25378,0.624646,0.264618,0.117296,0.0392859,0.00645411,0.0,0.0402748,0.171509,0.311194,0.44547,0.558421,0.238241,0.0993372,0.0558421,0.029745,0.0151531,0.00533166,0.00168368,1.18079,0.703518,4.32557,0.713942,27.756,248.321,2.18304,0.198458,0,0.604339,9.59862,4.30056,5.29806,1.64381,1.691,67.48,377.973,0.151486,0.178531,-1.79455,-1.45405,-0.647295,-0.170445,0.309597,1.15654,1.56203,0.278118,0.000482395,0.00482374,0.0482165,0.480081,4.60198,32.5417,82.8295,-2.29927,1.20007,1.19416,1.13909,0.798595,-0.00816107,-0.485012,-0.965053,-1.812,-2.21749,-2.29036,16.0556,9.3166,67.8463,0.252044,0.767508,-2.58678,74.2734,0,0.0,0.05,0.15,0.5,0,0,0.05,0.05,0.2,0.0,6.4941,5.23819,0.714779,0.251388,5.81491,0,0.38
595.375,407.598,1.46069,1.29967,0.402672,861.375,378.75,170.875,67.0,33.375,15.5,4.375,0.0,269.125,89.125,42.375,20.625,11.5,7.375,4.5,2.75,34.375,6.75,1.5,0.0,0.0,0.0,194.25,78.0,40.25,18.125,2.875,0.0,0.0720443,0.365038,0.913801,1.28235,2.11329,0.929224,0.419224,0.164378,0.0818821,0.0380276,0.0107336,0.0,0.0433618,0.122924,0.180135,0.244695,0.66027,0.218659,0.103963,0.0506013,0.0282141,0.0180938,0.0110403,0.00674684,0.787611,0.751515,5.32592,1.39618,26.353,239.741,1.52943,0.191178,0,0.654667,6.06785,4.41558,1.65227,3.17271,4.608,29.1,378.498,0.0713938,0.0768828,0.395984,1.30981,2.25137,2.65081,2.93319,3.14187,3.16953,1.41727,0.0135799,0.135634,1.33998,11.9577,57.5944,93.1421,99.2691,-2.92456,0.557178,0.420312,-0.147835,-1.06166,-2.00322,-2.40266,-2.68505,-2.89372,-2.92138,-2.92424,,7.86704,79.2038,0.416841,1.36304,-1.60589,56.8605,0,0.0,0.117647,0.0588235,0.588235,0,0,0.0,0.0588235,0.117647,0.0,6.36315,2.54625,0.844045,0.155955,2.81846,0,1.4
880.125,565.95,1.55513,1.43846,0.438009,1360.63,825.0,463.625,208.25,112.625,54.875,20.625,2.0,260.5,119.75,37.75,20.375,13.75,10.0,6.375,5.0,0.0,0.0,0.0,0.0,0.0,0.0,556.75,254.375,134.625,62.75,17.0,0.875,0.0236541,0.0715702,0.111956,0.219076,2.40414,1.45772,0.819197,0.367965,0.199002,0.0969608,0.0364431,0.00353388,0.0232234,0.0975385,0.163201,0.305339,0.460288,0.211591,0.066702,0.0360014,0.0242954,0.0176694,0.0112642,0.0088347,2.98344,2.69325,2.62002,0.526804,41.784,385.503,2.97859,0.496432,0,0.291807,21.6644,21.6644,0.0,1.90658,-1.201,68.66,497.29,0.121318,0.138068,-0.55696,0.395231,1.2861,1.60465,1.7868,1.893,1.90521,1.65177,0.0302773,0.312515,3.05004,23.9376,75.8874,96.9204,99.6833,-3.71637,-0.114129,-0.499561,-1.25283,-2.20502,-3.09589,-3.41444,-3.59659,-3.70279,-3.715,-3.71624,,-2.91618,67.1925,0.163169,0.611056,-3.03081,41.5705,0,0.0,0.107143,0.107143,0.535714,0,0,0.0,0.0,0.142857,0.0357143,7.85043,5.731,0.589168,0.349567,2.42968,0,0.49
504.25,365.52,1.37954,1.30315,0.383227,863.375,510.125,268.125,99.375,44.0,17.5,4.25,0.25,157.75,67.875,27.75,15.75,9.0,5.125,2.5,1.625,48.375,12.625,2.5,0.0,0.0,0.0,278.375,115.5,53.125,19.375,4.375,0.125,0.0559278,0.15969,0.576558,1.49051,2.36205,1.39562,0.733545,0.271873,0.120377,0.0478771,0.0116273,0.000683958,0.0170117,0.164388,0.245821,0.298476,0.431578,0.185695,0.0759193,0.0430894,0.0246225,0.0140211,0.00683958,0.00444573,1.58559,1.11111,4.35733,0.691016,21.809,193.242,1.30845,0.186922,0,0.766051,8.34647,6.39755,1.94892,2.64569,0.955,52.32,313.199,0.143139,0.16705,2.64432,2.64555,2.64568,2.64569,2.64569,2.64569,2.64569,2.0,96.9237,99.6836,99.9683,99.9968,99.9997,100.0,100.0,-2.8779,-2.75823,-2.86434,-2.87653,-2.87777,-2.87789,-2.8779,-2.8779,-2.8779,-2.8779,-2.8779,,2.5016,59.1221,0.19845,1.14749,-2.13242,63.6665,0,0.0,0.142857,0.142857,0.5,0,0,0.0,0.142857,0.0714286,0.0,7.03045,1.21566,0.552419,0.25828,2.91527,0,0.42
941.0,614.24,1.53197,1.52122,0.435268,1325.0,666.375,315.75,85.375,40.0,19.375,7.0,1.125,356.5,161.5,70.375,44.0,29.125,20.25,14.25,9.875,0.0,0.0,0.0,0.0,0.0,0.0,403.625,132.5,52.875,24.0,9.875,1.375,0.0170901,0.108293,0.63143,0.858526,2.15714,1.08488,0.51405,0.138993,0.0651211,0.0315431,0.0113962,0.00183153,0.0285075,0.0830127,0.119213,0.158216,0.580392,0.262927,0.114573,0.0716333,0.0474163,0.0329676,0.0231994,0.0160768,0.568384,0.440341,6.55611,2.22955,47.24,409.587,2.47993,0.275548,0,0.292717,15.4786,15.4786,0.0,5.05741,4.924,38.33,575.91,0.0624023,0.0665556,1.57372,2.37132,3.32358,3.80337,4.25305,4.87049,5.03466,0.71186,0.000291008,0.01208,0.176033,1.81484,15.664,65.0133,94.8936,-4.95369,0.279016,-0.673971,-1.46744,-2.26754,-3.21986,-3.69965,-4.14933,-4.76677,-4.93094,-4.95136,,0.93616,100.0,0.497192,1.23223,-1.47282,24.0721,0,0.0,0.0689655,0.137931,0.62069,0,0,0.0,0.0,0.0344828,0.0689655,7.42068,6.03485,0.742902,0.132043,2.85667,0,0.83
490.5,346.226,1.41671,1.23502,0.432713,917.625,659.5,398.25,189.875,102.5,46.25,9.0,0.0,117.375,37.75,14.125,8.875,5.375,3.75,2.125,1.125,87.875,27.375,11.0,2.5,0.0,0.0,460.875,220.75,115.375,46.375,3.625,0.0,0.125217,0.261868,0.495449,0.725733,2.65037,1.90483,1.15026,0.548414,0.29605,0.133583,0.0259946,0.0,0.0254692,0.102822,0.202906,0.248487,0.339013,0.109033,0.0407971,0.0256336,0.0155246,0.0108311,0.00613762,0.00324933,7.25664,5.21127,0.834985,0.346939,20.689,212.246,0.98757,0.164595,0,0.802097,17.7877,9.89836,7.88937,1.68634,-0.73,75.27,270.956,0.217402,0.277795,1.68514,1.67448,1.58021,1.41318,1.10979,0.222971,-0.809808,1.77572,99.9723,99.7239,97.3057,78.3117,26.4889,3.41068,0.293262,-2.3894,-2.38939,-2.38928,-2.3882,-2.37754,-2.28327,-2.11624,-1.81284,-0.926028,0.106888,1.29542,10.6422,,42.5237,-0.110722,0.346252,-2.9115,91.572,0,0.2,0.0,0.0666667,0.4,0,0,0.0,0.0,0.333333,0.0,7.34818,1.37694,0.433937,0.520993,1.44145,0,0.19
345.625,270.619,1.27717,1.21117,0.336082,580.375,358.875,200.375,83.0,36.75,13.125,2.5,0.0,86.875,20.25,4.75,1.625,0.75,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,248.5,104.125,47.125,15.5,1.625,0.0,0.157539,0.414859,1.02293,1.90402,2.14462,1.32613,0.740433,0.306704,0.1358,0.0484999,0.00923809,0.0,0.0874957,0.219196,0.236814,0.0,0.321023,0.0748285,0.0175524,0.00600476,0.00277143,0.000923809,0.0,0.0,7.73684,8.07692,5.05063,0.121924,12.507,116.158,1.00589,0.167649,0,0.923178,5.53444,5.53444,0.0,1.82362,1.414,26.3,244.319,0.0971847,0.107646,1.82362,1.82362,1.82362,1.82362,1.82362,1.82362,1.82362,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,-1.35606,,,38.5904,0.133133,1.21933,-2.01406,86.6642,0,0.0,0.125,0.125,0.5,0,0,0.0,0.125,0.125,0.0,6.58129,1.15552,0.41091,0.291369,3.51533,0,0.28
424.625,307.878,1.3792,1.19629,0.457322,852.625,607.0,356.5,135.625,66.625,29.375,6.75,0.0,120.375,59.75,47.75,37.5,27.0,19.0,14.75,10.0,0.0,0.0,0.0,0.0,0.0,0.0,441.375,171.375,80.625,31.875,6.875,0.0,0.0771167,0.189557,0.501528,1.16366,2.76936,1.97156,1.15793,0.440516,0.216401,0.0954113,0.0219243,0.0,0.0635043,0.0931018,0.0919236,0.131472,0.390983,0.194071,0.155094,0.121802,0.0876972,0.0617128,0.0479087,0.0324804,1.39529,0.783333,2.39082,2.40298,18.669,194.191,2.14053e-06,7.13509e-07,0,0.941239,12.1915,12.1915,0.0,0.03206,-2.311,55.8,252.078,0.181241,0.22136,0.0316851,0.0320225,0.0320563,0.0320588,0.0320597,0.03206,0.03206,2.0,99.1434,99.9137,99.9914,99.9991,99.9999,100.0,100.0,-1.81477,-1.77879,-1.81103,-1.81439,-1.81473,-1.81476,-1.81477,-1.81477,-1.81477,-1.81477,-1.81477,,1.93651,49.0175,0.271398,0.65998,-3.48655,100.0,0,0.0714286,0.214286,0.285714,0.0,0,0,0.0,0.0,0.214286,0.0,7.62676,1.21048,0.500459,0.41849,0.0,0,-0.04
545.0,381.089,1.43011,1.28356,0.43352,922.0,462.375,189.25,70.5,37.125,20.0,9.625,1.625,265.875,146.875,54.75,30.75,21.125,14.5,11.125,6.625,45.0,6.625,0.25,0.0,0.0,0.0,225.0,81.875,44.75,25.625,9.625,0.25,0.0983,0.505713,1.26937,1.67079,2.41938,1.2133,0.496603,0.184996,0.0974181,0.0524811,0.0252565,0.00426409,0.0490779,0.0967927,0.169418,0.217777,0.697671,0.385408,0.143667,0.0806897,0.0554332,0.0380488,0.0291926,0.0173844,0.678082,0.650406,6.29008,2.63519,27.382,236.268,0.239251,0.119625,0,0.730775,6.70772,5.18,1.52772,3.02497,1.774,46.1,334.989,0.120969,0.137616,3.02497,3.02497,3.02497,3.02496,3.02496,3.02487,3.02404,2.0,100.0,100.0,100.0,99.9998,99.9979,99.9787,99.7873,-3.33737,-3.33737,-3.33737,-3.33737,-3.33737,-3.33737,-3.33736,-3.33736,-3.33727,-3.33644,-3.32821,12.6713,,80.0044,0.299687,1.23111,-1.82818,66.861,0,0.0,0.0555556,0.222222,0.555556,0,0,0.0,0.0555556,0.0,0.0555556,7.76917,1.20901,0.835561,0.164439,0.0,0,-0.04
552.875,377.345,1.46517,1.24668,0.456284,967.25,565.375,287.0,123.875,63.75,29.75,8.75,1.0,198.875,103.25,29.25,12.875,7.875,5.25,3.375,2.375,47.75,9.0,1.5,0.0,0.0,0.0,328.125,143.75,74.75,33.375,10.375,0.125,0.0455307,0.158574,0.420765,1.45422,2.56331,1.4983,0.760578,0.328281,0.168944,0.0788404,0.0231883,0.0026501,0.023075,0.0418287,0.103144,0.175326,0.527038,0.273622,0.0775153,0.03412,0.0208695,0.013913,0.00894407,0.00629398,2.17949,2.31068,1.77903,1.98268,27.437,252.268,0.206706,0.103353,0,0.749296,9.30583,7.60064,1.70519,1.90449,1.324,58.63,318.715,0.155375,0.183958,1.90449,1.90449,1.90449,1.90449,1.90448,1.9044,1.90357,2.0,100.0,100.0,100.0,99.9998,99.9979,99.9787,99.7873,-3.05238,-3.05238,-3.05238,-3.05238,-3.05238,-3.05238,-3.05237,-3.05237,-3.05228,-3.05145,-3.04322,12.6713,,56.8583,0.144333,0.909764,-2.44713,65.8444,0,0.0,0.0526316,0.315789,0.421053,0,0,0.0,0.105263,0.0526316,0.0,7.9506,1.20898,0.674608,0.311867,0.0,0,-0.34
201.375,169.825,1.18578,1.03341,0.378104,428.0,132.5,5.0,0.0,0.0,0.0,0.0,0.0,241.5,139.625,62.0,39.5,15.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0156293,0.0211594,0.0,0.0,2.52024,0.780215,0.0294421,0.0,0.0,0.0,0.0,0.0,0.0151697,0.0252349,0.0335259,0.0,1.42205,0.82217,0.365082,0.232592,0.0883262,0.0471073,0.0,0.0,0.0,0.0,0.451488,124.0,7.283,76.1407,0.0,0.0,0,1.37435,0.0,0.0,0.0,1.32388,0.31,64.18,105.645,0.377918,0.607506,1.32388,1.32388,1.32388,1.32388,1.32388,1.32388,1.32388,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,-2.47223,,,48.6668,0.723068,0.60047,-1.83374,100.0,0,0.0,0.0,0.0,0.333333,0,0,0.0,0.0,0.0,0.0,0.154667,1.58,1.0,0.0,0.0,0,0.6
468.875,349.794,1.34043,1.31201,0.456517,867.875,469.5,244.25,85.125,33.5,11.375,2.0,0.0,228.75,80.25,35.75,17.25,12.125,7.75,5.5,3.75,53.625,11.75,4.25,0.875,0.0,0.0,272.75,89.75,35.0,11.5,2.125,0.0,0.0361017,0.128538,0.435151,1.32075,2.4811,1.34222,0.698267,0.243357,0.0957706,0.0325191,0.00571764,0.0,0.0278398,0.0753494,0.129234,0.134876,0.653956,0.22942,0.102203,0.0493147,0.0346632,0.0221559,0.0157235,0.0107206,0.937063,0.65942,2.32758,2.56846,17.834,214.049,1.41526,0.235877,0,0.824948,9.44995,6.23095,3.21901,1.40546,-1.727,61.81,287.984,0.176704,0.21463,1.40546,1.40545,1.40543,1.40536,1.40514,1.40234,1.37526,2.0,100.0,99.9999,99.9993,99.9928,99.928,99.2849,93.2816,-2.49488,-2.49488,-2.49488,-2.49488,-2.49488,-2.49485,-2.49478,-2.49457,-2.49177,-2.46469,-2.2594,11.1425,,55.9255,0.0990265,0.948757,-2.45454,72.9641,0,0.0833333,0.0,0.333333,0.0,0,0,0.0833333,0.0833333,0.166667,0.0,6.79958,1.20928,0.783582,0.216418,1.86983,0,-0.52
707.625,497.616,1.42203,1.47507,0.413175,1133.0,664.375,355.0,157.875,81.5,37.625,10.375,0.5,231.875,95.875,38.875,21.75,14.25,9.75,6.125,4.25,127.875,42.375,15.125,2.375,0.0,0.0,421.375,185.125,94.75,41.375,9.25,0.0,0.12392,0.385064,0.860793,1.72769,2.27686,1.33512,0.713402,0.317263,0.163781,0.0756105,0.0208494,0.00100479,0.0314236,0.127029,0.250392,0.296945,0.465972,0.192669,0.0781225,0.0437084,0.0286366,0.0195934,0.0123087,0.00854073,2.09646,1.72989,3.44047,0.62321,31.907,292.373,1.93085,0.193085,0,0.53793,15.0852,6.72467,8.36048,1.26681,-0.277,72.79,424.826,0.146278,0.171341,-2.17155,-1.83105,-1.0243,-0.547446,-0.0674045,0.779537,1.18499,0.278118,0.000482395,0.00482374,0.0482165,0.480081,4.60197,32.5416,82.8232,-2.11962,1.37972,1.37381,1.31874,0.978245,0.171488,-0.305362,-0.785403,-1.63235,-2.03784,-2.11071,16.0377,9.3166,60.842,0.114943,0.507414,-3.02313,80.4381,0,0.0,0.130435,0.130435,0.434783,0,0,0.0,0.130435,0.173913,0.0,7.35703,1.20851,0.596444,0.3014,4.27707,0,0.01
354.625,271.034,1.30841,1.18315,0.44049,757.75,481.0,266.625,78.875,34.25,13.0,3.75,0.375,123.5,54.5,35.125,22.5,14.5,10.125,6.0,3.75,101.5,25.875,7.0,0.625,0.0,0.0,278.125,89.5,38.0,16.125,5.125,0.125,0.117444,0.303094,0.731426,1.25634,2.79577,1.77468,0.983731,0.291015,0.126368,0.0479644,0.0138359,0.00138359,0.0703259,0.0723687,0.0766677,0.144993,0.455662,0.201081,0.129596,0.0830153,0.0534987,0.0373569,0.0221374,0.0138359,0.975089,0.577778,2.45135,3.67116,16.505,156.209,0.245279,0.0613197,0,1.04361,14.0363,9.39887,4.63739,0.97922,-1.945,89.07,181.964,0.32863,0.489491,-0.201573,0.60105,0.92285,0.960594,0.973243,0.978619,0.97916,1.97987,0.566629,6.56608,41.8446,87.8235,98.6328,99.8616,99.9861,-1.35854,2.18886,0.869526,-0.177749,-0.980373,-1.30217,-1.33992,-1.35257,-1.35794,-1.35848,-1.35854,,3.4249,49.4954,0.259072,0.692912,-3.27512,100.0,0,0.0,0.2,0.1,0.2,0,0,0.0,0.2,0.2,0.0,7.12802,2.83656,0.583247,0.276464,0.51629,0,-0.04
879.75,583.635,1.50736,1.50705,0.440897,1343.38,762.0,386.625,189.0,110.125,62.625,32.0,11.0,335.875,169.625,66.75,34.125,17.125,11.125,7.625,5.875,0.0,0.0,0.0,0.0,0.0,0.0,466.625,221.125,127.5,71.25,34.25,8.875,0.128423,0.494423,1.03869,1.4689,2.30174,1.30561,0.662443,0.323832,0.188688,0.107302,0.0548288,0.0188474,0.0707388,0.153095,0.236882,0.312424,0.575488,0.290635,0.114369,0.0584697,0.029342,0.0190616,0.0130647,0.0100662,1.64981,1.83516,10.4537,0.556085,41.218,387.879,2.54664,0.31833,1,0.239322,25.1765,25.1765,0.0,3.40567,2.306,65.13,518.505,0.111594,0.125611,1.08181,1.10122,1.08534,1.04536,0.941133,0.442859,0.0152611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.5796,-0.178102,-1.07144,-1.25574,-1.27516,-1.25927,-1.21929,-1.11507,-0.616792,-0.189194,-0.0921082,3.0429,3.74356,87.9732,-0.122167,0.258348,-1.91062,66.3028,0,0.0,0.037037,0.148148,0.555556,0,0,0.0,0.037037,0.037037,0.037037,7.52075,11.1648,0.7054,0.2946,3.58283,0,-2.15
