V,S,R,G,d,W1,W2,W3,W4,W5,W6,W7,W8,D1,D2,D3,D4,D5,D6,D7,D8,WO1,WO2,WO3,WO4,WO5,WO6,WN1,WN2,WN3,WN4,WN5,WN6,IW1,IW2,IW3,IW4,CW1,CW2,CW3,CW4,CW5,CW6,CW7,CW8,ID1,ID2,ID3,ID4,CD1,CD2,CD3,CD4,CD5,CD6,CD7,CD8,HL1,HL2,A,CP,POL,MW,FLEX,FLEX_RB,NCC,DIFF,SE,SE0,SE1,LOGP n-Oct,LOGP c-Hex,PSA,HSA,PSAR,PHSAR,LgD5,LgD6,LgD7,LgD7.5,LgD8,LgD9,LgD10,AUS7.4,%FU4,%FU5,%FU6,%FU7,%FU8,%FU9,%FU10,SOLY,LgS3,LgS4,LgS5,LgS6,LgS7,LgS7.5,LgS8,LgS9,LgS10,LgS11,MpKaA,mpKaB,PB,VD,CACO2,SKIN,MetStab,HTSflag,C1,C2,C3,C4,C5,P1,P2,P3,P4,P5,EMDIF,EMDIS,Sdry/S,Spol/S,FLEX_PT,PAINS,Target
838.875,547.775,1.53142,1.43708,0.401097,1152.75,531.875,193.25,76.25,44.0,25.0,13.375,4.375,377.375,188.375,60.625,30.25,17.875,11.5,7.375,3.375,0.0,0.0,0.0,0.0,0.0,0.0,259.625,93.5,51.375,26.375,10.25,1.625,0.0553816,0.367143,0.844397,1.09527,2.10442,0.970973,0.352791,0.139199,0.0803249,0.0456391,0.0244169,0.00798685,0.0290726,0.0534458,0.0747638,0.110802,0.688923,0.343891,0.110675,0.0552234,0.032632,0.020994,0.0134635,0.00616129,0.725773,0.826446,6.15855,2.72933,40.293,336.47,2.03615,0.254519,0,0.385935,10.6298,10.6298,0.0,4.06234,3.633,23.32,524.455,0.0425722,0.0444652,0.835194,1.5501,2.49738,2.96944,3.39871,3.92839,4.04692,0.857213,0.00276661,0.0276592,0.275906,2.6922,21.6712,73.4515,96.5117,-4.19962,-0.703401,-0.736032,-0.972478,-1.68738,-2.63466,-3.10672,-3.536,-4.06567,-4.1842,-4.19805,,8.55804,96.5564,0.303246,1.19853,-1.32157,36.5177,0,0.0,0.04,0.08,0.76,0,0,0.0,0.0,0.0,0.08,7.95147,5.00379,0.869594,0.130406,2.36579,0,0.59
1133.25,729.509,1.55344,1.63491,0.441781,1706.5,1086.5,640.375,270.75,140.25,70.75,32.625,12.375,309.0,145.625,45.875,23.25,13.875,8.375,4.25,2.25,193.625,57.75,18.5,2.25,0.0,0.0,763.5,350.625,177.375,86.625,36.25,10.625,0.0734978,0.207455,0.5729,1.18991,2.33924,1.48936,0.877817,0.37114,0.192253,0.0969831,0.0447219,0.0169635,0.0430156,0.0784883,0.133026,0.166121,0.423573,0.199621,0.0628848,0.0318708,0.0190196,0.0114803,0.00582584,0.00308427,3.05722,3.04301,7.31509,0.485555,57.4111,500.648,3.3783,0.241307,1,0.0312778,25.5996,18.0336,7.56607,4.68036,1.981,89.82,639.689,0.123124,0.140412,2.22489,2.36118,2.37427,2.36668,2.34025,2.0993,1.54369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.80585,-1.42226,-1.8611,-2.35038,-2.48667,-2.49977,-2.49218,-2.46574,-2.2248,-1.66919,-1.36357,15.3807,8.98516,90.5223,-0.144075,-0.0276525,-2.43694,39.9983,0,0.0,0.0,0.153846,0.641026,0,0,0.0,0.0512821,0.0512821,0.025641,6.96889,6.32381,0.542173,0.352583,7.11801,0,-0.98
885.625,605.447,1.46276,1.58175,0.469113,1618.0,1110.25,624.875,246.0,111.375,36.625,10.125,1.125,204.625,118.75,56.625,37.75,26.875,18.875,10.375,5.5,142.625,37.5,8.125,0.0,0.0,0.0,738.625,307.0,132.75,41.25,10.875,1.125,0.0270564,0.0645693,0.133362,0.788577,2.67241,1.83377,1.03209,0.406311,0.183955,0.0604925,0.0167232,0.00185813,0.0363093,0.051328,0.0526107,0.054626,0.337973,0.196136,0.0935259,0.0623506,0.0443887,0.0311753,0.0171361,0.00908419,1.96689,0.970199,2.20447,1.54957,42.816,415.458,2.72686,0.389551,0,0.350822,20.6251,16.0089,4.61614,2.30365,-2.308,83.84,521.607,0.138476,0.160734,-0.0377689,0.918078,1.77921,2.06259,2.21209,2.29351,2.30198,1.71923,0.0425674,0.42411,4.08522,29.87,80.9848,97.6916,99.6152,-3.85993,-0.414102,-0.73017,-1.51851,-2.47436,-3.33549,-3.61887,-3.76837,-3.84979,-3.85826,-3.8533,15.2688,0.200669,78.527,0.0849175,0.381629,-3.44797,43.8254,0,0.0,0.129032,0.16129,0.419355,0,0,0.0,0.129032,0.0322581,0.0645161,7.84517,4.57634,0.432606,0.385996,2.28557,0,-0.45
627.125,436.074,1.43812,1.3654,0.483617,1204.0,849.375,502.75,206.125,95.0,33.75,8.375,0.125,158.625,86.125,52.875,38.75,29.125,21.5,16.375,10.125,0.0,0.0,0.0,0.0,0.0,0.0,605.625,256.375,108.75,37.0,8.0,0.0,0.0716442,0.139944,0.28488,0.832831,2.761,1.94778,1.1529,0.472684,0.217853,0.0773952,0.0192055,0.000286649,0.0253692,0.0715323,0.0795176,0.100896,0.363757,0.197501,0.121252,0.0888611,0.0667892,0.0493036,0.037551,0.0232186,1.79669,0.870968,1.49884,1.80075,29.524,303.288,0.475382,0.0950763,0,0.69652,15.5445,15.5445,0.0,0.946598,2.556,67.42,368.654,0.154607,0.182882,0.946302,0.946569,0.946595,0.946597,0.946598,0.946598,0.946598,2.0,99.322,99.9318,99.9932,99.9993,99.9999,100.0,100.0,-3.14734,-3.11867,-3.14438,-3.14704,-3.14731,-3.14733,-3.14734,-3.14734,-3.14734,-3.14734,-3.14734,,1.8342,61.7071,0.1754,0.617796,-3.28119,73.6134,0,0.0,0.227273,0.272727,0.181818,0,0,0.0,0.0454545,0.136364,0.0,7.43157,1.21195,0.465609,0.44905,0.61716,0,-0.29
649.5,443.969,1.46294,1.35433,0.482345,1191.75,831.75,499.0,212.25,96.125,30.375,2.875,0.0,164.5,80.25,31.625,18.125,12.75,8.0,5.125,2.875,0.0,0.0,0.0,0.0,0.0,0.0,584.0,262.875,118.375,36.25,2.125,0.0,0.0272149,0.0602576,0.191197,1.65972,2.68431,1.87344,1.12395,0.478074,0.216513,0.068417,0.00647568,0.0,0.0286797,0.0910468,0.168695,0.211587,0.370521,0.180756,0.0712325,0.0408249,0.0287182,0.0180193,0.0115436,0.00647568,3.03953,1.67586,1.52348,0.692073,30.752,313.283,0.526694,0.175565,0,0.637485,12.9729,12.9729,0.0,2.03403,1.985,75.26,368.709,0.169516,0.204118,2.03383,2.03401,2.03403,2.03403,2.03403,2.03403,2.03403,2.0,99.5293,99.9527,99.9953,99.9995,100.0,100.0,100.0,-3.35954,-3.33948,-3.35749,-3.35934,-3.35952,-3.35954,-3.35954,-3.35954,-3.35954,-3.35954,-3.35954,,1.67483,61.031,0.0910132,0.711749,-2.84945,56.8765,0,0.0,0.217391,0.173913,0.304348,0,0,0.0,0.0869565,0.0869565,0.0,6.59643,1.21064,0.474267,0.45417,0.416608,0,0.07
675.625,478.255,1.41269,1.45565,0.496289,1373.25,993.75,590.0,250.625,116.75,33.25,7.875,0.375,148.5,85.125,51.25,39.125,29.0,22.125,17.875,11.25,0.0,0.0,0.0,0.0,0.0,0.0,699.875,305.25,127.0,30.75,6.5,0.0,0.0795395,0.162979,0.383442,0.927075,2.87138,2.07787,1.23365,0.524041,0.244117,0.0695236,0.0164661,0.000784101,0.0552251,0.0947177,0.114335,0.119509,0.310504,0.177991,0.10716,0.0818079,0.0606371,0.046262,0.0373755,0.023523,2.27805,0.84984,3.06446,1.10844,31.268,335.305,0.76094,0.126823,0,0.620624,15.9172,15.9172,0.0,1.00569,2.784,72.82,405.435,0.152262,0.17961,1.00543,1.00566,1.00569,1.00569,1.00569,1.00569,1.00569,2.0,99.3925,99.9389,99.9939,99.9994,99.9999,100.0,100.0,-3.2044,-3.17864,-3.20176,-3.20414,-3.20437,-3.2044,-3.2044,-3.2044,-3.2044,-3.2044,-3.2044,,1.78621,65.3277,0.148635,0.501018,-3.4552,69.5802,0,0.0,0.25,0.25,0.166667,0,0,0.0,0.0416667,0.125,0.0,7.35877,1.21224,0.397445,0.497839,1.0074,0,-0.14
285.0,235.043,1.21254,1.18891,0.442376,708.75,476.25,273.25,126.875,38.75,0.0,0.0,0.0,65.0,15.75,5.375,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325.0,140.625,35.875,0.0,0.0,0.0,0.229825,0.506218,0.909854,0.0,3.0154,2.02622,1.16255,0.539794,0.164863,0.0,0.0,0.0,0.161618,0.409098,0.490472,0.0,0.276545,0.0670089,0.0228681,0.0148909,0.00850907,0.0,0.0,0.0,7.2093,0.0,6.06854,0.0993249,8.286,126.077,0.824008,0.274669,0,0.935727,3.91331,3.91331,0.0,1.5784,1.289,16.53,218.513,0.0703275,0.0756476,1.5784,1.5784,1.5784,1.5784,1.5784,1.5784,1.5784,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,-1.03311,,,49.0476,0.290574,1.12807,-2.4329,91.8995,0,0.125,0.0,0.25,0.125,0,0,0.125,0.0,0.0,0.0,4.36041,1.359,0.353977,0.512805,1.3031,0,0.13
404.5,297.832,1.35815,1.19484,0.4676,969.25,749.375,447.375,206.125,84.875,17.5,0.875,0.0,59.25,29.0,12.5,7.5,4.125,3.125,2.375,1.875,116.75,40.375,15.5,4.125,0.125,0.0,520.25,234.75,88.375,12.375,0.125,0.0,0.101553,0.213508,0.491483,1.54092,3.25436,2.5161,1.50211,0.692086,0.284977,0.058758,0.0029379,0.0,0.134431,0.279833,0.42691,0.503409,0.198938,0.0973705,0.04197,0.025182,0.0138501,0.0104925,0.00797431,0.0062955,6.79,2.33333,4.93017,0.158022,15.752,189.144,1.06019,0.212037,0,0.833968,11.9714,8.63608,3.33528,-0.567177,-1.925,78.42,219.412,0.263303,0.357411,-0.567209,-0.567496,-0.57036,-0.577164,-0.598006,-0.806604,-1.48833,1.99513,99.9974,99.9925,99.9264,99.2695,93.1453,57.6065,11.963,-0.983289,-0.983289,-0.983286,-0.983257,-0.98297,-0.980106,-0.973301,-0.95246,-0.743862,-0.062137,0.879409,9.13317,-0.724133,38.2791,0.0852958,0.23752,-3.99548,100.0,0,0.0,0.0714286,0.357143,0.0,0,0,0.0,0.214286,0.142857,0.0,5.94328,4.00353,0.254641,0.657482,2.03608,0,-0.01
688.75,470.922,1.46256,1.3952,0.449112,1260.13,822.875,453.5,189.75,74.375,2.375,0.0,0.0,188.125,83.875,29.875,17.25,11.75,7.0,4.5,3.0,65.625,12.375,2.125,0.0,0.0,0.0,507.125,218.5,78.875,2.75,0.0,0.0,0.106512,0.277661,0.688002,0.0,2.67587,1.74737,0.963004,0.402933,0.157935,0.00504329,0.0,0.0,0.0624747,0.128424,0.156381,0.223052,0.399482,0.178108,0.0634393,0.0366302,0.024951,0.0148644,0.00955572,0.00637048,2.48954,0.137681,6.6309,0.515388,30.984,309.326,1.9022,0.237775,0,0.534013,7.05968,4.98705,2.07263,4.3441,5.384,28.56,442.362,0.0606469,0.0645625,0.90381,1.23738,2.03922,2.5156,2.99589,3.84682,4.25974,0.268972,0.000466279,0.00466259,0.0466064,0.464117,4.45508,31.8003,82.3409,-3.46526,0.0341034,0.0283885,-0.0249705,-0.358543,-1.16038,-1.63676,-2.11705,-2.96798,-3.3809,-3.45604,,9.33135,90.3853,0.344606,0.908251,-1.91514,50.0271,0,0.0434783,0.0434783,0.130435,0.521739,0,0,0.0,0.0869565,0.0434783,0.0,7.28567,8.72786,0.511337,0.382786,3.13599,0,0.72
714.625,512.87,1.39338,1.52829,0.445457,1307.63,1016.88,657.125,297.625,137.875,24.625,1.0,0.0,124.75,55.625,29.25,18.0,12.5,8.5,5.25,3.375,148.25,41.125,5.125,0.0,0.0,0.0,771.125,362.375,155.5,27.125,0.125,0.0,0.0766309,0.141753,0.250303,1.33991,2.54962,1.98271,1.28127,0.580313,0.26883,0.0480141,0.00194981,0.0,0.0295195,0.0152933,0.0495959,0.0693483,0.243239,0.108458,0.057032,0.0350966,0.0243726,0.0165734,0.0102365,0.00658061,4.71368,1.36806,1.4553,2.811,30.235,318.335,1.99739,0.166449,0,0.583068,12.2354,10.8166,1.4188,3.14885,2.734,67.71,445.16,0.132022,0.152103,-0.293013,0.0347821,0.832408,1.30838,1.78885,2.64307,3.06227,0.261361,0.000453131,0.00453113,0.0452928,0.451089,4.33491,31.1832,81.9212,-3.06178,0.437597,0.432042,0.380081,0.0522857,-0.745341,-1.22131,-1.70178,-2.556,-2.97521,-3.0523,,9.34377,68.8292,0.0638858,0.295954,-2.99789,64.1647,0,0.0434783,0.0434783,0.217391,0.347826,0,0,0.0,0.130435,0.0869565,0.0,7.50241,10.1811,0.311346,0.551297,5.78638,0,0.79
642.125,441.984,1.45282,1.3607,0.447504,1001.88,593.875,306.75,125.125,59.875,22.0,1.125,0.0,175.625,76.25,29.5,17.75,9.625,6.5,4.375,2.5,126.75,46.0,18.375,2.25,0.0,0.0,377.875,159.125,71.25,22.875,0.75,0.0,0.103422,0.354595,0.762714,1.15786,2.26677,1.34366,0.69403,0.283099,0.135469,0.0497756,0.00254534,0.0,0.0610048,0.120642,0.159471,0.173967,0.397356,0.172518,0.0667445,0.0401598,0.0217768,0.0147064,0.00989855,0.00565632,2.02966,1.23944,6.22614,0.667553,31.367,287.353,0.0996227,0.0249057,0,0.651117,13.7399,9.7884,3.9515,1.95632,0.529,46.33,395.654,0.104823,0.117097,-0.933736,-0.0458341,0.905562,1.32841,1.64947,1.91385,1.95188,1.3084,0.00973028,0.0972177,0.963745,8.86824,49.3189,90.6814,98.9827,-2.22465,1.26219,1.15888,0.665405,-0.222497,-1.17389,-1.59674,-1.9178,-2.18218,-2.22021,-2.2242,15.7767,8.01183,67.1127,0.401542,0.903416,-2.7624,71.7527,0,0.0,0.0909091,0.227273,0.454545,0,0,0.0,0.0909091,0.0909091,0.0454545,7.00927,5.11529,0.508616,0.268944,0.116092,0,0.32
335.25,256.684,1.30608,1.15346,0.45671,835.25,666.25,410.5,187.125,98.25,51.875,28.5,9.5,58.125,30.875,9.375,4.25,0.75,0.25,0.0,0.0,133.375,46.0,15.375,2.5,0.0,0.0,400.875,185.125,96.25,53.375,27.0,9.25,0.236888,0.524499,1.46061,2.5783,3.25401,2.59561,1.59925,0.729011,0.382767,0.202097,0.111032,0.0370106,0.120144,0.144395,0.151376,0.0,0.226446,0.120284,0.0365236,0.0165574,0.00292189,0.000973962,0.0,0.0,10.48,12.2059,5.25313,0.197993,12.759,153.112,0.192727,0.0642424,1,0.953998,21.4733,12.0,9.47334,1.08985,-4.36,86.58,170.104,0.337303,0.508984,-0.959277,-1.83667,-2.30486,-2.3744,-2.39975,-2.42248,-2.52883,0.0,7.99674,0.861688,0.0868398,0.00868825,0.000866382,8.42054e-05,6.5739e-06,0.172638,0.505021,1.26815,2.22177,3.09916,3.56735,3.6369,3.66226,3.68521,3.79375,4.29764,14.0,,16.7361,-0.403145,-0.581707,-3.59408,100.0,0,0.0,0.153846,0.0769231,0.230769,0,0,0.0769231,0.0769231,0.0769231,0.0769231,8.05338,3.34211,0.289851,0.69256,0.397995,0,0.09
731.625,504.101,1.45135,1.45466,0.427007,1107.38,552.5,287.5,107.875,54.5,27.5,11.375,2.25,285.5,125.375,55.375,35.625,26.25,19.875,13.875,9.5,47.875,6.0,0.75,0.0,0.0,0.0,356.375,144.625,72.125,33.75,13.375,1.375,0.0325816,0.148999,0.383948,0.686091,2.19673,1.09601,0.570323,0.213995,0.108113,0.0545526,0.0225649,0.0044634,0.0425466,0.133836,0.203534,0.264,0.566355,0.24871,0.109849,0.0706704,0.0520729,0.0394267,0.0275243,0.0188454,0.984199,0.77193,4.30948,1.18393,35.166,312.409,0.63849,0.159623,0,0.514388,15.92,14.368,1.552,2.71868,0.582,47.98,456.121,0.0951794,0.105191,-0.717869,-0.37097,0.440215,0.917475,1.39727,2.24048,2.63913,0.286602,0.000497659,0.00497641,0.0497419,0.495202,4.74074,33.2293,83.257,-3.26708,0.23224,0.226143,0.16947,-0.177429,-0.988615,-1.46587,-1.94567,-2.78887,-3.18753,-3.25775,13.7884,-1.0,78.2631,0.463125,0.9232,-2.34795,64.3882,0,0.0,0.0434783,0.217391,0.521739,0,0,0.0,0.0869565,0.0,0.0869565,8.48495,5.16612,0.724935,0.203295,0.629756,0,-0.69
827.625,564.444,1.46627,1.5236,0.454148,1454.38,866.375,430.875,169.5,74.375,23.75,5.5,0.875,297.0,145.125,64.125,36.625,21.125,12.625,7.375,2.5,105.75,26.875,8.75,1.0,0.0,0.0,542.875,212.625,89.375,29.75,6.875,0.625,0.073587,0.230892,0.416444,0.309324,2.57665,1.53492,0.763362,0.300296,0.131767,0.0420768,0.00974411,0.0015502,0.0569952,0.0834203,0.0344794,0.0550187,0.526182,0.257112,0.113607,0.0648869,0.0374262,0.0223672,0.013066,0.00442914,1.15984,0.648464,4.87794,1.35517,39.455,375.864,2.7335,0.3905,0,0.387566,14.0906,11.2219,2.86868,4.206,4.089,45.94,518.504,0.0813899,0.0886011,1.11543,1.92612,2.88316,3.33903,3.72679,4.12625,4.19733,1.07105,0.00495913,0.0495692,0.49349,4.72504,33.1523,83.2196,98.0221,-4.36027,-0.867026,-0.923518,-1.2697,-2.08039,-3.03744,-3.4933,-3.88106,-4.28052,-4.3516,-4.3594,14.8408,8.30457,99.0489,0.229188,0.868993,-2.08913,34.7893,0,0.0,0.111111,0.111111,0.555556,0,0,0.0,0.037037,0.0740741,0.037037,7.84058,8.68252,0.673513,0.285281,2.83062,0,1.33
286.25,225.694,1.26831,1.1138,0.689541,639.0,385.5,199.875,69.75,0.375,0.0,0.0,0.0,117.375,45.0,12.0,5.25,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.5,78.0,1.125,0.0,0.0,0.0,0.12564,0.409185,0.545343,0.0,2.83127,1.70806,0.885601,0.309047,0.00166154,0.0,0.0,0.0,0.15807,0.362717,0.543561,0.0,0.520062,0.199385,0.0531693,0.0232616,0.00775386,0.0,0.0,0.0,0.03125,0.0,4.16349,4.90241,8.725,197.381,0.302113,0.302113,0,0.927906,2.537,2.537,0.0,2.38723,1.959,5.1,220.594,0.022597,0.0231194,2.38723,2.38723,2.38723,2.38723,2.38723,2.38723,2.38723,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,-1.81931,,,62.4324,0.474369,1.45884,-1.84137,75.4681,0,0.142857,0.0,0.142857,0.0,0,0,0.0,0.0,0.0,0.0,3.83147,1.35019,0.66568,0.293594,0.180392,0,0.32
384.25,288.06,1.33392,1.19642,0.260773,448.625,70.25,0.0,0.0,0.0,0.0,0.0,0.0,224.75,74.0,26.125,5.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00677562,0.0,0.0,0.0,1.5574,0.243873,0.0,0.0,0.0,0.0,0.0,0.0,0.0118477,0.0421083,0.0375828,0.0,0.780219,0.256891,0.0906929,0.0190932,0.00173575,0.0,0.0,0.0,0.0,0.0,0.900289,52.25,13.619,100.202,0.806426,0.134404,0,0.949381,0.0,0.0,0.0,3.74815,2.564,0.0,288.06,0.0,0.0,3.74815,3.74815,3.74815,3.74815,3.74815,3.74815,3.74815,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,-3.40624,,,56.0721,0.599208,1.6057,-0.718167,48.4779,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.0253835,3.83938,0.99868,0.0,3.96863,0,0.76
372.625,273.38,1.36303,1.14065,0.301141,449.625,78.625,0.0,0.0,0.0,0.0,0.0,0.0,208.125,66.125,16.875,4.75,1.375,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00782227,0.0,0.0,0.0,1.64469,0.287603,0.0,0.0,0.0,0.0,0.0,0.0,0.0110095,0.0293693,0.0370639,0.0,0.761302,0.241879,0.0617272,0.0173751,0.00502962,0.000457238,0.0,0.0,0.0,0.0,0.533449,33.75,14.68,112.213,8.68525e-07,4.34262e-07,0,0.981953,0.0,0.0,0.0,3.00051,2.716,0.0,273.38,0.0,0.0,3.00051,3.00051,3.00051,3.00051,3.00051,3.00051,3.00051,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,-3.04625,,,52.6602,0.549014,1.64872,-0.960553,53.8205,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.227,2.04278,0.974466,0.0,0.0,0,1.07
325.375,239.684,1.35752,1.07238,0.264849,373.125,38.0,0.0,0.0,0.0,0.0,0.0,0.0,182.5,40.5,10.5,1.75,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00637825,0.0,0.0,0.0,1.55674,0.158542,0.0,0.0,0.0,0.0,0.0,0.0,0.00995516,0.0201865,0.193847,0.0,0.761418,0.168972,0.0438076,0.00730127,0.00312912,0.0,0.0,0.0,0.0,0.0,0.811252,21.0,11.784,86.1754,0.23275,0.0465501,0,1.00141,0.0,0.0,0.0,2.94957,2.773,0.0,239.684,0.0,0.0,2.94957,2.94957,2.94957,2.94957,2.94957,2.94957,2.94957,2.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,-2.80557,,,49.1869,0.538128,1.76511,-0.953361,55.2644,0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0.0,0.0,0.40909,1.54616,0.974616,0.0,0.979796,0,1.03
528.875,371.359,1.42416,1.27236,0.446735,951.0,641.75,373.875,173.75,92.75,42.0,8.5,0.125,130.875,52.25,16.25,10.0,6.625,3.875,2.375,1.375,49.25,13.625,5.125,1.125,0.0,0.0,443.125,204.125,104.5,43.125,5.875,0.0,0.124013,0.290474,0.551054,0.934862,2.56087,1.72811,1.00678,0.467876,0.249758,0.113098,0.0228889,0.000336602,0.0449655,0.117832,0.229039,0.251848,0.352422,0.140699,0.0437582,0.0269281,0.0178399,0.0104347,0.00639543,0.00370262,5.70769,4.2,0.978313,0.350489,23.393,236.267,0.355251,0.118417,0,0.764111,13.9326,10.0897,3.84287,1.84046,-0.361,66.25,305.109,0.178399,0.217136,1.84019,1.83779,1.81446,1.76305,1.63177,0.985651,0.0514309,1.9409,99.9938,99.9383,99.3866,94.1866,61.8343,13.9426,1.59432,-2.58231,-2.58231,-2.58229,-2.58205,-2.57964,-2.55631,-2.50491,-2.37363,-1.72751,-0.793286,0.131397,8.20956,,48.3674,-0.0321233,0.572944,-2.71448,81.9205,0,0.176471,0.0,0.176471,0.352941,0,0,0.0,0.0588235,0.176471,0.0,7.24637,1.37832,0.4511,0.444482,0.260324,0,0.03
867.125,597.125,1.45217,1.5823,0.432353,1347.0,812.25,400.375,149.0,70.5,28.875,4.75,1.0,302.75,159.25,63.25,33.25,17.25,11.625,6.875,4.5,121.25,37.875,11.125,0.0,0.0,0.0,503.5,195.875,91.125,36.625,7.0,1.25,0.127951,0.427393,0.964845,0.589213,2.25581,1.36027,0.670504,0.249529,0.118066,0.0483567,0.00795478,0.00167469,0.0821862,0.181183,0.270859,0.368162,0.507013,0.266695,0.105924,0.0556835,0.0288884,0.0194683,0.0115135,0.00753611,1.11462,0.868421,11.4739,0.609362,41.739,374.904,1.95102,0.216781,0,0.308785,17.7151,14.3519,3.36312,3.17586,2.3,39.24,557.885,0.0657149,0.0703371,0.504539,1.45294,2.38055,2.75114,2.99265,3.15364,3.17358,1.51928,0.0135852,0.18278,1.86179,15.9944,65.5726,95.0117,99.4772,-3.65158,0.5231,-0.209597,-0.980216,-1.92866,-2.85627,-3.22686,-3.46837,-3.62936,-3.64931,-3.65135,15.2807,3.6041,93.9887,0.3801,0.978128,-2.38058,40.8297,0,0.0,0.037037,0.185185,0.555556,0,0,0.0,0.0,0.111111,0.0740741,6.88846,7.43502,0.648976,0.237053,3.39595,0,0.36
553.875,393.36,1.40806,1.32449,0.370612,855.375,462.375,255.25,141.0,86.75,53.625,28.5,11.125,196.25,64.875,28.625,11.25,5.75,3.25,1.625,0.875,0.0,0.0,0.0,0.0,0.0,0.0,301.625,164.25,101.25,59.125,32.125,10.0,0.210401,0.742659,1.34916,1.78593,2.17453,1.17545,0.648896,0.35845,0.220536,0.136325,0.0724526,0.0282819,0.0644334,0.0923337,0.096971,0.333984,0.498906,0.164925,0.0727704,0.0285997,0.0146176,0.00826214,0.00413107,0.00222442,3.03057,4.76667,6.69404,0.667338,23.395,205.273,0.920718,0.131531,1,0.656759,12.0,12.0,0.0,3.24692,0.905,46.12,347.24,0.117246,0.132819,2.53679,1.62552,0.682595,0.280272,-0.00658235,-0.221098,-0.249772,0.0,70.7371,19.4671,2.36024,0.241146,0.0241671,0.00241723,0.000241728,-2.14532,-2.12772,-1.99502,-1.43519,-0.523917,0.41901,0.821333,1.10819,1.3227,1.35138,1.35435,4.38333,,55.9192,-0.356202,0.35239,-1.47241,100.0,0,0.0,0.0,0.133333,0.666667,0,0,0.0,0.0,0.0,0.0,6.99799,3.17757,0.6386,0.340527,2.41697,0,-0.18
886.25,606.357,1.4616,1.5842,0.428158,1489.5,899.0,476.25,177.5,75.375,29.75,7.375,0.0,285.375,144.125,79.875,51.0,34.25,24.625,18.625,14.25,120.875,31.375,9.75,2.0,0.0,0.0,572.625,214.625,89.0,35.375,7.5,0.125,0.0275219,0.0845204,0.198472,0.407804,2.45647,1.48263,0.785429,0.292732,0.124308,0.0490635,0.0121628,0.0,0.010304,0.0403009,0.0507792,0.0602143,0.470639,0.23769,0.131729,0.0841089,0.0564849,0.0406114,0.0307162,0.023501,0.943662,0.583333,0.981871,3.74367,42.514,379.455,3.48577,0.290481,0,0.40934,24.4867,18.0796,6.40708,3.01251,-0.571,94.21,512.147,0.155371,0.183951,1.54523,2.68859,2.97194,2.99539,2.99417,2.88564,2.37101,1.98376,0.0328095,3.39947,47.4197,91.0803,95.8643,74.6598,22.8055,-4.58366,1.42455,-1.11229,-3.11634,-4.25974,-4.54309,-4.56654,-4.56532,-4.45679,-3.94216,-3.0461,9.47047,-2.0,88.188,0.22666,0.63284,-3.03756,38.2697,0,0.0,0.103448,0.206897,0.413793,0,0,0.0,0.103448,0.172414,0.0,7.33506,6.04077,0.602418,0.278095,6.36744,0,-2.0
